stateCode,districtName,policeStationName,contactNumber,email
TN,Viluppuram,Kallakurichi Police Station,04151 222436,
TN,Viluppuram,Kanai Police Station,04146 234100,
TN,Viluppuram,Kandachipuram Police Station,04153 231300,
TN,Viluppuram,Kandamangalam Police Station,04146 235224,
TN,Viluppuram,Chinnasalem Police Station,04151 236238,
TN,Viluppuram,Kanjanur Police Station,04146 235224,
TN,Viluppuram,Kilkuppam Police Station,04151 251344,
TN,Viluppuram,Kottakuppam Police Station,0413 2236148,
TN,Viluppuram,Kariyalur Police Station,04151 242300,
TN,Viluppuram,Mailam Police Station,04147 241226,
TN,Viluppuram,Manalur Pet Police Station,04153 232244,
TN,Viluppuram,Marakkanamk Police Station,04147 239244,
TN,Viluppuram,Moongithuraipattu Police Station,04151 250677,
TN,Viluppuram,Kiliyanur Police Station,04147 235228,
TN,Viluppuram,Nallanpillai Petral Police Station,04145 241201,
TN,Viluppuram,Olakkur Police Station,04147 238226,
TN,Viluppuram,Pagandai Kuttu Salai Police Station,04151 239300,
TN,Viluppuram,Peria Thattchur Police Station,04146 230300,
TN,Viluppuram,Risivandinam Police Station,04151 243228,
TN,Viluppuram,Kedar Police Station,04146 237228,
TN,Viluppuram,Roshenai Police Station,04147 222470,
TN,Viluppuram,Sankarapuram Police Station,04151 235236,
TN,Viluppuram,Thirupalapandal Police Station,04153 203025,
TN,Viluppuram,Thirunavalur Police Station,04149 224222,
TN,Viluppuram,Thiruvennainallur Police Station,04153 234222,
TN,Viluppuram,Thyagadurgam Police Station,04151 233226,
TN,Viluppuram,Tindivanam Police Station,04147 222008,
TN,Viluppuram,Vadaponparappi Police Station,04151 268336,
TN,Viluppuram,Ulundurpet Police Station,04149 222222,
TN,Viluppuram,Sathiyamangalam Police Station,04145 231224,
TN,Viluppuram,Thirukoilur Police Station,04153 252383,
TN,Viluppuram,Valathy Police Station,04145 244224,
TN,Viluppuram,Valavanur Police Station,04146 231222,
TN,Viluppuram,Vellumedupet Police Station,04145 238224,
TN,Viluppuram,Vikravandi Police Station,04146 233223,
TN,Viluppuram,Villupuram Taluk Police Station,04146 240638,
TN,Viluppuram,Villupuram Town Police Station,04146 222628,
TN,Viluppuram,Villupuram West Police Station,04146 222608,
TN,Viluppuram,Varanjaram Police Station,04151 237237,
TN,Virudhunagar,A Mukkulam Police Station,04566 294194,
TN,Virudhunagar,Amathur Police Station,04562 289551,
TN,Virudhunagar,Alangulam Police Station,04562 271434,
TN,Virudhunagar,Ammapatti Police Station,04562 263790,
TN,Viluppuram,Vanur Police Station,0413 2677377,
TN,Virudhunagar,Appayanaikenpatti Police Station,04562 283153,
TN,Virudhunagar,Dalaivaipuram Police Station,04563 244378,
TN,Virudhunagar,Elayirampannai Police Station,04562 258229,
TN,Virudhunagar,Irukkankudi Police Station,04562 259584,
TN,Virudhunagar,Kariapatti Police Station,04566 255230,
TN,Virudhunagar,Aviyur Police Station,04566 250158,
TN,Virudhunagar,Kattanoor Police Station,04566 202258,
TN,Virudhunagar,Keelaparalachi Police Station,04566 289222,
TN,Virudhunagar,Keelarajakularaman Police Station,04563 251017,
TN,Virudhunagar,Koomapatti Police Station,04563 282235,
TN,Virudhunagar,Aruppukottai Taluk Police Station,04566 220575,
TN,Virudhunagar,M Reddiapatti Police Station,04566 284222,
TN,Virudhunagar,Aruppukottai Town Police Station,04566 220245,
TN,Virudhunagar,M Pudupatti Police Station,04562 238030,
TN,Virudhunagar,Mallan Kinaru Police Station,04566 288333,
TN,Virudhunagar,Mamsapuram Police Station,04563 285632,
TN,Virudhunagar,Maraneri Police Station,04562 224800,
TN,Virudhunagar,Malli Police Station,04563 281625,
TN,Virudhunagar,Narikudi Police Station,04566 286229,
TN,Virudhunagar,Krishnankoil Police Station,04563 289431,
TN,Virudhunagar,Nathampatti Police Station,04563 280036,
TN,Virudhunagar,Rajapalayam South Police Station,04563 230739,
TN,Virudhunagar,Sathur Taluk Police Station,04562 292911,
TN,Virudhunagar,Sathur Town Police Station,04562 260284,
TN,Virudhunagar,Rajapalayam North Police Station,04563 230749,
TN,Virudhunagar,Seithur Police Station,04563 244377,
TN,Virudhunagar,Seithur Rural Police Staiton,04563 244400,
TN,Virudhunagar,Sivakasi East Police Station,04562 220901,
TN,Virudhunagar,Soolakarai Police Station,04562 252279,
TN,Virudhunagar,Sivakasi Town Police Station,04562 227151,
TN,Virudhunagar,Pandalkudi Police Station,04566 261229,
TN,Virudhunagar,Srivilliputhur Taluk Police Station,04563 260225,
TN,Virudhunagar,Srivilliputhur Town Police Station,04563 260208,
TN,Virudhunagar,Thiruthangal Police Station,04562 230101,
TN,Virudhunagar,Thiruchuli Police Station,04566 282223,
TN,Virudhunagar,Vembakottai Police station,04562 284138,
TN,Virudhunagar,Veeracholan Police Station,04566 287224,
TN,Virudhunagar,Virudhunagar Bazaar Police Station,04562 244735,
TN,Virudhunagar,Virudhunagar East Police Station,04562 280169,
TN,Virudhunagar,Vanniampatti Villakku Police Station,04563 265245,
TN,Virudhunagar,Virudhunagar Rural Police Staiton,04562 244653,
TN,Virudhunagar,Virudhunagar West Police Station,04562 243222,
TN,Virudhunagar,Watrap Police Station,04563 288281,
TN,Virudhunagar,Vachakarapatti Police Station,04562 256220,
TR,West Tripura,Airport Police Station,"91381-234-2258,  9436773561",ocarp@tripurapolice.nic.in
TR,West Tripura,Amtali Police Station,"91381-237-0385,  9436773569",ocamt@tripurapolice.nic.in
TR,West Tripura,Budhjung Nagar Police Station,"91381-239-1104,  9436773567",ocbdjn@tripurapolice.nic.in
TR,West Tripura,City Control (Agartala),91381-232-5784 / 100,
TR,West Tripura,East Agartala. Police Station,"91381-232-5774,  9436773556",oceastagt@tripurapolice.nic.in
TR,West Tripura,East Agartala Women PS Agartala,"91381-232-4918,  9436773557",oceastw@tripurapolice.nic.in
TR,West Tripura,Lefunga Police Station,"91381-286-5283,  9436773575",oclfg@tripurapolice.nic.in
TR,West Tripura,Mandai Police Station,"91381-234-6482,  9436773578",ocmdi@tripurapolice.nic.in
TR,West Tripura,Radhapur Police Station,"91381-253-0035,  9436773571",ocrdp@tripurapolice.nic.in
TR,West Tripura,Ranirbazar Police Station,"91381-239-6787,  9436773577",ocrnb@tripurapolice.nic.in
TR,West Tripura,Sedhai Police Station,"91381-234-3222,  9436773564",ocsdi@tripurapolice.nic.in
TR,West Tripura,Srinagar Police Station,"91381-286-1322,  9436773572",Ocsrn@tripurapolice.nic.in
TR,West Tripura,West Agartala Police Station,"91381-232-5765,  9436773551",ocwestagt@tripurapolice.nic.in
TR,West Tripura,West Agartala Women PS Agartala,"91381-232-5454,  9436773553",ocwestw@tripurapolice.nic.in
TR,West Tripura,New Capital Complex,"91381-235-0048,  9436773573",
TR,West Tripura,A.D.Nagar Police Station,"91381-237-0021,  9436773559",ocadn@tripurapolice.nic.in
TR,Gomati,Birganj Police Station,"913821-263-236,  9436773601",ocbrgps@tripurapolice.nic.in
TR,Gomati,Kakraban Police Station,"913821-265-236,  9436773598",ockkbps@tripurapolice.nic.in
TR,Gomati,Karbook Police Station,"913821-269-388,  9436773604",ockbkps@tripurapolice.nic.in
TR,Gomati,Killa Police Station,"913821-274-252,  9436773597",ockillaps@tripurapolice.nic.in
TR,Gomati,Nutanbazar Police Station,"913821-264-236,  9436773603",ocntbps@tripurapolice.nic.in
TR,West Tripura,Jirania Police Station,"91381-234-6222,  9436773560",ocjrn2@tripurapolice.nic.in
TR,Gomati,OMPI Police Station,"913825-264-205,  9436773600",ocompips@tripurapolice.nic.in
TR,Gomati,R.K.PUR Police Station,"913821-223-517,  9436773595",ocrkpps@tripurapolice.nic.in
TR,Gomati,Women PS R.K. Pur,"913821-222-495,  9436773596",ocudpwps@tripurapolice.nic.in
TR,Khowai Tripura,Champahowar Police Station,"913825-296-079,  9436773543",occph@tripurapolice.nic.in
TR,Khowai Tripura,Kalyanpur Police Station,"913825-261-222,  9436773544",ockln@tripurapolice.nic.in
TR,Khowai Tripura,Khowai Police Station,"913825-222-225,  9436773542",ockhw@tripurapolice.nic.in
TR,Khowai Tripura,Mungiacami Police Station,"913825-295-897,  9436773548",ocmgk@tripurapolice.nic.in
TR,Khowai Tripura,Teliamura Police Station,"913825-262-221,  9436773546",octlm@tripurapolice.nic.in
TR,Gomati,Taidu Police Station,"913825-264-319,  9436773599",octdups@tripurapolice.nic.in
TR,North Tripura,Ananda Bazar Police Station,"913824-298-686,  9436773517",ocanbps@tripurapolice.nic.in
TR,North Tripura,Churaibari Police Station,"913822-290-935,  9436773506",occrbps@tripurapolice.nic.in
TR,North Tripura,Damcherra Police Station,"913822-268-204,  9436773510",ocdmcps@tripurapolice.nic.in
TR,North Tripura,Dharmanagar Police station,"913822-220-204,  9436773502",ocdmnps@tripurapolice.nic.in
TR,North Tripura,Kadamtala Police Station,"913822-263-271,  9436773505",ockdtps@tripurapolice.nic.in
TR,Gomati,Shilachari Police Station,"913823-277-222,  9436773594",ocslcps@tripurapolice.nic.in
TR,North Tripura,Kanchanpur Police Station,"913824-265-209,  9436773513",ockcpps@tripurapolice.nic.in
TR,North Tripura,Khedacherra Police Station,"913824-298-687,  9436773511",ockdcps@tripurapolice.nic.in
TR,North Tripura,Panisagar Police Station,"913822-261-223,  9436773507",ocpnsps@tripurapolice.nic.in
TR,North Tripura,Vangmun Police Station,"913824-290-880,  9436773516",ocvgmps@tripurapolice.nic.in
TR,North Tripura,Women Police Station Dharmanager,9436773504,ocdmnwps@tripurapolice.nic.in
TR,Sepahijala Tripura,Bishramganj Police Station,"91381-286-7377,  9436773581",ocbishramg@tripurapolice.nic.in
TR,Sepahijala Tripura,Bishalghar Women Police Station,"0381-2361091,  9436773592",ocblgw@tripurapolice.nic.in
TR,Sepahijala Tripura,Jatrapur Police Station,"91381-285-1236,  9436773587",ocjtp@tripurapolice.nic.in
TR,Sepahijala Tripura,Kalamcherra Police Station,"91381-285-3236,  9436773588",ocklc@tripurapolice.nic.in
TR,Sepahijala Tripura,Melagarh Police Station,"91381-252-4232,  9436773582",ocmlg@tripurapolice.nic.in
TR,Sepahijala Tripura,Sonamura Police Station,"91381-275-0234, 9436773585",ocsnm@tripurapolice.nic.in
TR,Sepahijala Tripura,Takarjala Police Station,"91381-286-6254,  9436773589",octkj@tripurapolice.nic.in
TR,Sepahijala Tripura,Jampaijala Police Station,9436773590,ocjamp@tripurapolice.nic.in
TR,South Tripura,Baikhora Police Station,"913823-262-322,  9436773608",ocbkrps@tripurapolice.nic.in
TR,South Tripura,Belonia Police Station,"913823-222-214,  9436773605",ocblnps@tripurapolice.nic.in
TR,South Tripura,Belonia women Police Station,9436773612,ocblnwps@tripurapolice.nic.in
TR,South Tripura,Manubazar Police Station,"913823-266-236,  9436773609",ocmnbps@tripurapolice.nic.in
TR,South Tripura,P.R.Bari Police Station,"913823-264-365,  9436773606",ocprbps@tripurapolice.nic.in
TR,South Tripura,Sabroom Police Station,"913823-270-222,  9436773611",ocsbmps@tripurapolice.nic.in
TR,Sepahijala Tripura,Bishalgarh Police Station,"91381-236-1244,  9436773580",ocblg@tripurapolice.nic.in
TR,South Tripura,Santirbazar Police Station,"913823-262-231,  9436773607",ocstbps@tripurapolice.nic.in
TR,Unakoti Tripura,Kailashahar Women PS,9436773519,ocklsw@tripurapolice.nic.in
TR,Unakoti Tripura,Pecharthal Police Station,"913822-265-273,  9436773522",ocptl@tripurapolice.nic.in
TR,Unakoti Tripura,Irani Police Station,"913824-222-340,  9436773520",ociranips@tripurapolice.nic.in
TR,Dhalai Tripura,Ambassa Police station,"913826-222-246,  9436773528",ocambassps@tripurapolice.nic.in
TR,Dhalai Tripura,Chailengta Police Station.,"913824-264-251,  9436773540",occhailengtaps@tripurapolice.nic.in
TR,Dhalai Tripura,Chawmanu Police Station,"913824-268-220,  9436773539",occhawmanups@tripurapolice.nic.in
TR,Unakoti Tripura,Kumarghat Police Station,"913824-261-204,  9436773521",ockgtps@tripurapolice.nic.in
TR,Dhalai Tripura,Dhumacherra Police Station.,"913824-21-1054,  9436773537",ocdhumacherraps@tripurapolice.nic.in
TR,Dhalai Tripura,Gandacherra Police Station.,"913826-265-237,  9436773531",ocgandacherraps@tripurapolice.nic.in
TR,Dhalai Tripura,Ganganagar Police Station.,"913826-29-0836,  9436773529",ocganganagarps@tripurapolice.nic.in
TR,Dhalai Tripura,Kachucherra Police Station.,"913826-263-330,  9436773527",ockachucherraps@tripurapolice.nic.in
TR,Dhalai Tripura,Kamalpur Police Station.,"913826-262-234,  9436773524",ockamalpurps@tripurapolice.nic.in
TR,Unakoti Tripura,Kailashahar Police Station,"913824-222-283,  9436773518",ockls@tripurapolice.nic.in
TR,Dhalai Tripura,Manu Police Station.,"913824-262-239,  9436773533",ocmanups@tripurapolice.nic.in
TR,Dhalai Tripura,Manikpur Police Station.,"913824-29-2642,  9436773541",ocmanikpurps@tripurapolice.nic.in
TR,Dhalai Tripura,Nepal Tilla Police Station.,"913824-263-462,  9436773534",ocnepaltillaps@tripurapolice.nic.in
TR,Dhalai Tripura,Salema Police Station,"913826-263-239,  9436773525",ocsalemapsps@tripurapolice.nic.in
TR,Dhalai Tripura,Raishyabari Police Station.,"913826-29-0835,  9436773532",ocraishyabarips@tripurapolice.nic.in
TR,G.R.P. Police station,OC Teliamura,9436773618,
TR,G.R.P. Police station,OC Manu,9436773614,
TR,G.R.P. Police station,OC Ambassa,9436773615,
TR,G.R.P. Police station,OC Darmanagar,9436773613,
UP,Agra,Thana Kotwali Police Staiton,2259100,sspgzb-up@nic.in
UP,Agra,Chhata Bazar Police Station,2362754,spcitygzb1@gmail.com
UP,Agra,Sadar Bazar Police Station,2226561,spragzb1@gmail.com
UP,Agra,Mahila Police Station,2360365,spcrimegzb1@gmail.com
UP,Agra,Hariparwat Police Station,2154472,co1stgzb@gmail.com
UP,Agra,Jagdishpura Police Station,2111640,modernpcr.gzb@gmail.com
UP,Agra,Loha Mandi Police Station,2110490,spcrimegzb1@gmail.com
UP,Agra,M. M. Gate Police Station,2263432,co4thgzb@gmail.com
UP,Agra,Mantola Police Station,2267455,coliugzb@gmail.com
TR,G.R.P. Police station,OC Agartala,9436773620,
UP,Agra,Nai Ki Mandi Police Station,2260511,cosadargzb@gmail.com
UP,Agra,New Agra Police Station,2154470,co3rdgzb@gmail.com
UP,Agra,Shahganj Police Station,2212576,cotrafficgzb@gmail.com
UP,Agra,Sikandra Police Staiton,2641221,comodinagargzb@gmail.com
UP,Agra,Etmaddulah Police Station,2344844,cotrafficgzb@gmail.com
UP,Agra,Tajganj Police Station,2331015,coofficegzb@gmail.com
UP,Agra,Fatehabad 05612 Police Station,52233,adgkarmik@up.nic.in
UP,Agra,Etmadpur Police Station,2390238,atodgp@nic.in
UP,Agra,Fatehpur Sikri Police Station,05613-882224,igestt@up.nic.in
UP,Agra,Kagaroll Police Station,05613-33722,igcrime-up@nic.in
UP,Agra,Khandoli Police Station,2392058,iglo-up@nic.in
UP,Agra,Sainya Police Station,05613-47275,igkarmik-up@nic.in
UP,Agra,Achnera Police Station,05613-20241,datodgp-up@nic.in
UP,Agra,Rakabganj Police Station,2363720,dgpcontrol-up@nic.in
UP,Agra,Shamshabad Police Station,05613-53014,prodgp-up@nic.in
UP,Agra,Dauki Police Station,05613-58380,homeup@up.nic.in (home deportment)
UP,Agra,Jaitpur Police Station,05614-64580,
UP,Agra,Kheragarh Police Station,05613-31044,
UP,Agra,Bah Police Station,05614-24195,
UP,Agra,Malpura Police Station,2760567,
UP,Agra,Jagner Police Station,05613-34259,
UP,Agra,Basai Jagner Police Station,05613-35734,
UP,Agra,Basoni Police Station,,
UP,Agra,Pinahat Police Station,05614-244893,
UP,Agra,Mansukhpura Police Station,,
UP,Agra,Rithora Police Station,,
UP,Agra,Basai Arela Police Station,,
UP,Agra,Kherathore Police Station,,
UP,Agra,Iradatnagar Police Station,05613-239111,
UP,Pilibhit,Amaria Police Station,9454404090,sppbt-up@nic.in
UP,Agra,Nibohara Police Station,,
UP,Agra,Berhan Police Station,2755429,
UP,Pilibhit,Barkhera Police Station,9454404091,asppbt@gmail.com
UP,Pilibhit,Bilsanda Police Station,9454404093,citycopbt@gmail.com
UP,Pilibhit,G.R.P. Police Station,,jbdcopbt@gmail.com
UP,Pilibhit,Deoria Kalan Police Station,,bisalpurcopbt@gmail.com
UP,Pilibhit,Bisalpur Police Station,9454404092,puranpurcopbt@gmail.com
UP,Pilibhit,Gajraula Police Station,9454404095,
UP,Pilibhit,Hazara Police Station,9454404096,igzoneagr-up@nic.in
UP,Pilibhit,Madhotanda Police Station,9454404099,sspmta-up@nic.in
UP,Pilibhit,Mahila Thana Police Station,,digraih@up.nic.in
UP,Pilibhit,Neoria Police Station,9454404100,sspaih-up@nic.in
UP,Pilibhit,Jahanabad Police Station,9454404097,sspaga-up@nic.in
UP,Pilibhit,Puranpur Police Station,9454404101,sspeth-up@nic.in
UP,Pilibhit,Sehramau (North) Police Station,,sphts-up@nic.in
UP,Pilibhit,Kotwali Police Station,9454404098,sspmpi-up@nic.in
UP,Pilibhit,Sungarhi Police Station,9454404102,spkrn@up.nic.in
UP,Sitapur,ATARIA Police Station,,sspald-up@nic.in
UP,Sitapur,IMALIA SULTANPUR Police Station,,spbna-up@nic.in
UP,Sitapur,KAMLAPUR Police Station,,sphmr-up@nic.in
UP,Sitapur,KHAIRABAD Police Station,,spmba-up@nic.in
UP,Sitapur,KOTWALI Police Station,,sspbdn-up@nic.in
UP,Sitapur,LAHARPUR Police Station,,sppbt-up@nic.in
UP,Sitapur,MACHREHTA Police Station,,spsha-up@nic.in
UP,Sitapur,BISWAN Police Station,,spkaushambi@gmail.com
UP,Sitapur,HARGAON Police Station,,digrckd@gmail.com
UP,Sitapur,MAHMUDABAD Police Station,,digrmdd@nic.in
UP,Sitapur,MAHOLI Police Station,,spjpn-up@nic.in
UP,Sitapur,MANPUR Police Station,,spbjr-up@nic.in
UP,Sitapur,MISRIKH Police Station,,SSPMDD@UP.NIC.IN
UP,Sitapur,PISAWAN Police Station,,sprpr-up@nic.in
UP,Sitapur,RAMKOT Police Station,,spbm-up@nic.in
UP,Sitapur,RAMPUR KALAN Police Station,,igzonegkr-up@nic.in
UP,Sitapur,SADARPUR Police Station,,spbrh-up@nic.in
UP,Sitapur,SAKRAN Police Station,,spgda-up@nic.in
UP,Sitapur,RAMPUR MATHURA Police Station,,spkbn-up@nic.in
UP,Sitapur,RAUSA Police Station,,digrgon@nic.in
UP,Sitapur,SANDHANA Police Station,,spsvi-up@nic.in
UP,Sitapur,SIDHAULI Police Station,,digrgkr-up@nic.in
UP,Sitapur,TALGAON Police Station,,spksn-up@nic.in
UP,Sitapur,THANGAON Police Station,,sspjsi-up@nic.in
UP,Sitapur,G.R.P. Sitapur Police Staiton,,spltp-up@nic.in
UP,Sitapur,Mahila Thana Kotwali Sitapur Police Station,,sspetw-up@nic.com
UP,Maharajganj,BARGADWA Police Station,9454403896,spcs-up@nic.in
UP,Maharajganj,BRIJMANGANJ Police Station,9454403897,spbbk-up@nic.in
UP,Maharajganj,CHAUK Police Station,9454403898,sprbi-up@nic.in
UP,Maharajganj,GHUGHULI Police Station,9454403899,spuao-up@nic.in
UP,Maharajganj,KOTHIBHAR Police Station,9454403902,sspbhr-up@nic.in
UP,Maharajganj,KOLHUI Police Station,9454403901,rspbaghpat@gmail.com
UP,Maharajganj,KOTWALI (SADAR) Police Station,9454403903,sspgbn-up@nic.in
UP,Maharajganj,KOTWALI (SONAULI) Police Station,9454403911,sspgzb-up@nic.in
UP,Maharajganj,KOTWALI (THUTHIBARI) Police Station,9454403912,sppc-up@nic.in
UP,Maharajganj,MAHILA THANA Police Station,9454404890,sspmrt-up@nic.in
UP,Maharajganj,NICHLAUL Police Station,9454403905,sppn-up@nic.in
UP,Maharajganj,NAUTANWA Police Station,9454403904,digrsah@up.nic.in
UP,Maharajganj,PANIYARA Police Station,9454403906,digrazh@up.nic.in
UP,Maharajganj,PARSA MALIK Police Station,9454403896,spazh-up@nic.in
UP,Sitapur,TAMBAUR Police Station,,digrjsi@up.nic.in
UP,Maharajganj,PHARENDA Police Station,9454403900,spbla-up@nic.in
UP,Maharajganj,PURANDARPUR Police Station,9454403908,spmau@up.nic.in
UP,Maharajganj,SHYAMDEURWA Police Staiton,9454403909,digrmir@nic.in
UP,Maharajganj,SOHGIBARWA Police Station,9454403910,spmzr-up@nic.in
UP,Manipuri,AUCHHA Police Station,9454403913,spsbr-up@nic.in
UP,Manipuri,BARNAHAL Police,9454403914,spcdi-up@nic.in
